supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000010027,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2723.850
imsi-208930000010028,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4298.623
imsi-208930000010029,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2347.200
imsi-208930000010030,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2883.191
imsi-208930000010031,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2975.215
imsi-208930000010032,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2576.481
imsi-208930000010033,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2945.821
imsi-208930000010034,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3149.106
imsi-208930000010035,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3707.632
imsi-208930000010036,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2802.910
imsi-208930000010037,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3402.536
imsi-208930000010038,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3356.992
imsi-208930000010039,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3213.045
imsi-208930000010040,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,10585.401
imsi-208930000010041,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3117.769
imsi-208930000010042,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3829.044
imsi-208930000010043,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,10293.994
imsi-208930000010044,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2897.370
imsi-208930000010045,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3707.086
imsi-208930000010046,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,10398.306
imsi-208930000010047,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,9962.384
imsi-208930000010048,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3740.827
imsi-208930000010049,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3550.220
imsi-208930000010050,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2565.952
imsi-208930000010051,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2546.289
imsi-208930000010052,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3398.524
imsi-208930000010053,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3226.740
imsi-208930000010054,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3178.398
imsi-208930000010055,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3103.888
imsi-208930000010056,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2138.641
imsi-208930000010057,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3078.274
imsi-208930000010058,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3779.168
imsi-208930000010059,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3283.161
imsi-208930000010060,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2790.005
imsi-208930000010061,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3417.985
imsi-208930000010062,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1168.590
imsi-208930000010063,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1331.869
imsi-208930000010064,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3630.017
imsi-208930000010065,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2685.985
imsi-208930000010066,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2506.141
imsi-208930000010067,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1378.316
imsi-208930000010068,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1911.041
imsi-208930000010069,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1199.758
imsi-208930000010070,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3320.464
imsi-208930000010071,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1882.095
imsi-208930000010072,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,961.744
imsi-208930000010073,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1723.775
imsi-208930000010074,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1027.472
imsi-208930000010075,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,678.848
imsi-208930000010076,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2939.108
imsi-208930000010077,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1616.673
imsi-208930000010078,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1594.894
imsi-208930000010079,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2101.074
imsi-208930000010080,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,304.013
imsi-208930000010081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,508.878
imsi-208930000010082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2505.427
imsi-208930000010083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1321.130
imsi-208930000010084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,905.800
imsi-208930000010085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,881.501
imsi-208930000010087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,463.077
imsi-208930000010088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1576.775
imsi-208930000010089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1068.289
imsi-208930000010090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,629.960
imsi-208930000010091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,706.297
imsi-208930000010092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,324.345
imsi-208930000010093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,318.139
imsi-208930000010094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1017.592
imsi-208930000010095,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,823.601
imsi-208930000010096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,361.040
imsi-208930000010097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,636.708
imsi-208930000010098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,332.126
imsi-208930000010099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,432.826
imsi-208930000010100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,505.022
