supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000007058,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,935.200
imsi-208930000007059,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2436.121
imsi-208930000007060,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1782.454
imsi-208930000007061,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,3233.182
imsi-208930000007062,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,3043.891
imsi-208930000007063,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2532.833
imsi-208930000007064,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,419.178
imsi-208930000007065,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1617.388
imsi-208930000007066,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2982.534
imsi-208930000007067,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2141.655
imsi-208930000007068,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2024.943
imsi-208930000007069,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1959.556
imsi-208930000007070,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,301.067
imsi-208930000007071,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2638.153
imsi-208930000007072,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2491.929
imsi-208930000007073,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1581.203
imsi-208930000007074,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2401.304
imsi-208930000007075,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2814.711
imsi-208930000007076,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,513.954
imsi-208930000007077,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1306.374
imsi-208930000007078,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1621.784
imsi-208930000007079,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1627.512
imsi-208930000007080,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2121.877
imsi-208930000007081,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2234.443
imsi-208930000007082,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,391.964
imsi-208930000007083,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,867.289
imsi-208930000007084,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1016.424
imsi-208930000007085,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1004.500
imsi-208930000007086,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1674.078
imsi-208930000007087,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2710.447
imsi-208930000007088,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,0,0,0,0,
imsi-208930000007089,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1161.560
imsi-208930000007090,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2198.822
imsi-208930000007091,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2386.083
imsi-208930000007092,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,2533.703
imsi-208930000007093,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1586.314
imsi-208930000007094,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,391.643
imsi-208930000007095,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,744.962
imsi-208930000007096,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1136.583
imsi-208930000007097,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,773.388
imsi-208930000007098,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1483.500
imsi-208930000007099,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,1182.197
imsi-208930000007100,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,220.614
