supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000009024,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4328.971
imsi-208930000009025,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2862.310
imsi-208930000009026,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4519.563
imsi-208930000009027,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3012.205
imsi-208930000009028,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2470.844
imsi-208930000009029,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2927.392
imsi-208930000009030,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4705.941
imsi-208930000009031,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2566.073
imsi-208930000009032,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4174.609
imsi-208930000009033,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2344.573
imsi-208930000009034,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2628.895
imsi-208930000009035,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2668.941
imsi-208930000009036,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3804.048
imsi-208930000009037,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3497.413
imsi-208930000009038,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3704.383
imsi-208930000009039,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2142.913
imsi-208930000009040,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2554.506
imsi-208930000009041,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4752.833
imsi-208930000009042,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3442.471
imsi-208930000009043,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4594.319
imsi-208930000009044,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2552.366
imsi-208930000009045,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4472.383
imsi-208930000009046,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,6373.654
imsi-208930000009047,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3388.984
imsi-208930000009048,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4814.855
imsi-208930000009049,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4598.831
imsi-208930000009050,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2558.688
imsi-208930000009051,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2198.035
imsi-208930000009052,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3472.815
imsi-208930000009053,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4314.947
imsi-208930000009054,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4648.315
imsi-208930000009055,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3396.282
imsi-208930000009056,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4142.524
imsi-208930000009057,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3528.876
imsi-208930000009058,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3619.122
imsi-208930000009059,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3884.804
imsi-208930000009060,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3981.681
imsi-208930000009061,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3828.538
imsi-208930000009062,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3338.149
imsi-208930000009063,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3480.613
imsi-208930000009064,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2935.077
imsi-208930000009065,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4523.604
imsi-208930000009066,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3703.008
imsi-208930000009067,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2461.959
imsi-208930000009068,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2718.191
imsi-208930000009069,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2967.839
imsi-208930000009070,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,910.265
imsi-208930000009071,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2826.532
imsi-208930000009072,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1510.491
imsi-208930000009073,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1901.945
imsi-208930000009074,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4226.985
imsi-208930000009075,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3124.370
imsi-208930000009076,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,924.041
imsi-208930000009077,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2503.535
imsi-208930000009078,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1512.392
imsi-208930000009079,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1156.569
imsi-208930000009080,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2389.417
imsi-208930000009081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2567.927
imsi-208930000009082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,216.891
imsi-208930000009083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2231.963
imsi-208930000009084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1537.961
imsi-208930000009085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,517.520
imsi-208930000009086,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2103.892
imsi-208930000009087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1953.016
imsi-208930000009088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1164.597
imsi-208930000009089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2026.708
imsi-208930000009090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,400.148
imsi-208930000009091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,114.080
imsi-208930000009092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1058.656
imsi-208930000009093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1571.187
imsi-208930000009094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,331.944
imsi-208930000009095,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1580.494
imsi-208930000009096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,259.853
imsi-208930000009097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,586.097
imsi-208930000009098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,949.642
imsi-208930000009099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,421.901
imsi-208930000009100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,585.727
