supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000018035,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5819.171
imsi-208930000018036,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5065.680
imsi-208930000018037,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,6034.794
imsi-208930000018038,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4337.966
imsi-208930000018039,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4492.953
imsi-208930000018040,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5333.271
imsi-208930000018041,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2324.851
imsi-208930000018042,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2586.103
imsi-208930000018043,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4809.796
imsi-208930000018044,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3333.228
imsi-208930000018045,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2494.648
imsi-208930000018046,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4376.481
imsi-208930000018047,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3959.500
imsi-208930000018048,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3910.107
imsi-208930000018049,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3544.858
imsi-208930000018050,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2833.815
imsi-208930000018051,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4257.403
imsi-208930000018052,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3660.167
imsi-208930000018053,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5098.429
imsi-208930000018054,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3491.784
imsi-208930000018055,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3605.454
imsi-208930000018056,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2018.659
imsi-208930000018057,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2280.571
imsi-208930000018058,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3392.575
imsi-208930000018059,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3878.574
imsi-208930000018060,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2820.407
imsi-208930000018061,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4025.029
imsi-208930000018062,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2209.925
imsi-208930000018063,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,756.343
imsi-208930000018064,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2582.324
imsi-208930000018065,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3155.256
imsi-208930000018066,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2162.494
imsi-208930000018067,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2928.396
imsi-208930000018068,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1606.626
imsi-208930000018069,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,956.488
imsi-208930000018070,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3507.817
imsi-208930000018071,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2294.788
imsi-208930000018072,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1587.210
imsi-208930000018073,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3285.964
imsi-208930000018074,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1596.804
imsi-208930000018075,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,0,0,0,0,
imsi-208930000018076,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2597.832
imsi-208930000018077,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3003.623
imsi-208930000018078,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1050.452
imsi-208930000018079,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3065.122
imsi-208930000018080,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1635.100
imsi-208930000018081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1071.087
imsi-208930000018082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2033.428
imsi-208930000018083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1687.794
imsi-208930000018084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1578.914
imsi-208930000018085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2698.236
imsi-208930000018086,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,357.025
imsi-208930000018087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,362.172
imsi-208930000018088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1093.990
imsi-208930000018089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2252.176
imsi-208930000018090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1056.428
imsi-208930000018091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2863.543
imsi-208930000018092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,413.652
imsi-208930000018093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,696.751
imsi-208930000018094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,700.711
imsi-208930000018095,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1766.240
imsi-208930000018096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,913.343
imsi-208930000018097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2037.877
imsi-208930000018098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,626.342
imsi-208930000018099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,546.574
imsi-208930000018100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,593.560
