supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000008078,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1302.768
imsi-208930000008079,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,2725.969
imsi-208930000008080,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,2369.905
imsi-208930000008081,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,518.513
imsi-208930000008082,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1875.311
imsi-208930000008083,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1272.083
imsi-208930000008084,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1095.249
imsi-208930000008085,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,4141.444
imsi-208930000008086,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1964.380
imsi-208930000008087,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,244.767
imsi-208930000008088,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,2889.600
imsi-208930000008089,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,602.657
imsi-208930000008090,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,793.254
imsi-208930000008091,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1892.263
imsi-208930000008092,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,2577.688
imsi-208930000008093,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,338.397
imsi-208930000008094,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,994.286
imsi-208930000008095,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,432.366
imsi-208930000008096,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,770.131
imsi-208930000008097,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,402.134
imsi-208930000008098,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,1383.015
imsi-208930000008099,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,499.821
imsi-208930000008100,free5gc-free5gc-amf-amf-6b5bb4b899-r2mwm,1,1,1,1,0,855.737
