supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000005086,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,566.223
imsi-208930000005087,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,459.626
imsi-208930000005088,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,419.459
imsi-208930000005089,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,1048.132
imsi-208930000005090,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,674.308
imsi-208930000005091,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,583.556
imsi-208930000005092,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,2288.685
imsi-208930000005093,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,348.095
imsi-208930000005094,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,331.478
imsi-208930000005095,free5gc-free5gc-amf-amf-b475fd8cb-6rn4c,1,1,1,1,0,583.795
imsi-208930000005096,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,926.950
imsi-208930000005097,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,962.539
imsi-208930000005098,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,868.987
imsi-208930000005099,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,0,0,0,0,
imsi-208930000005100,free5gc-free5gc-amf-amf-b475fd8cb-pf7kf,1,1,1,1,0,809.427
