supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000011042,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4091.598
imsi-208930000011043,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3620.829
imsi-208930000011044,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,6226.019
imsi-208930000011045,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3029.417
imsi-208930000011046,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4332.039
imsi-208930000011047,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3325.636
imsi-208930000011048,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3752.743
imsi-208930000011049,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2964.528
imsi-208930000011050,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4683.578
imsi-208930000011051,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3220.459
imsi-208930000011052,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3689.308
imsi-208930000011053,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3750.209
imsi-208930000011054,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3398.224
imsi-208930000011055,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1916.811
imsi-208930000011056,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3989.241
imsi-208930000011057,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5135.301
imsi-208930000011058,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4815.524
imsi-208930000011059,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4260.315
imsi-208930000011060,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2873.391
imsi-208930000011061,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2278.842
imsi-208930000011062,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,5815.473
imsi-208930000011063,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4259.593
imsi-208930000011064,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2187.299
imsi-208930000011065,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3618.836
imsi-208930000011066,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3490.358
imsi-208930000011068,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3031.331
imsi-208930000011069,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3898.517
imsi-208930000011070,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2498.074
imsi-208930000011071,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3140.036
imsi-208930000011072,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2785.540
imsi-208930000011073,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1193.573
imsi-208930000011074,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1879.155
imsi-208930000011075,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4909.996
imsi-208930000011076,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2105.567
imsi-208930000011077,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,4349.110
imsi-208930000011078,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3602.841
imsi-208930000011079,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1456.401
imsi-208930000011080,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1534.936
imsi-208930000011081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3147.232
imsi-208930000011082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1104.293
imsi-208930000011083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2279.333
imsi-208930000011084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2604.677
imsi-208930000011085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,683.177
imsi-208930000011086,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,645.601
imsi-208930000011087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3077.936
imsi-208930000011088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,307.824
imsi-208930000011089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1980.476
imsi-208930000011090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1487.771
imsi-208930000011091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,981.826
imsi-208930000011092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1098.025
imsi-208930000011093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2824.133
imsi-208930000011094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,688.041
imsi-208930000011095,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2105.879
imsi-208930000011096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,291.027
imsi-208930000011097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,624.687
imsi-208930000011098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,423.411
imsi-208930000011099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1778.379
imsi-208930000011100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,546.847
