timestamp,pod,cpu,memory
2026-08-11T16:30:48+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:48+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:48+08:00,mongodb-0,206m,231Mi
2026-08-11T16:30:50+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:50+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:50+08:00,mongodb-0,206m,231Mi
2026-08-11T16:30:52+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:52+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:52+08:00,mongodb-0,206m,231Mi
2026-08-11T16:30:55+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:55+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:55+08:00,mongodb-0,206m,231Mi
2026-08-11T16:30:57+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:57+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:57+08:00,mongodb-0,206m,231Mi
2026-08-11T16:30:59+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:30:59+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:30:59+08:00,mongodb-0,206m,231Mi
2026-08-11T16:31:01+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,39m,14Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,41m,12Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,40m,7Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,10Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,42m,7Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,13Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,43m,9Mi
2026-08-11T16:31:01+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:01+08:00,mongodb-0,206m,231Mi
2026-08-11T16:31:03+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:03+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:03+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:05+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:05+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:05+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:08+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:08+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:08+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:10+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:10+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:10+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:12+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:12+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:12+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:14+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,29m,0Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,80m,23Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,38m,16Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,44m,12Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,43m,7Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,93m,12Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,43m,8Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,44m,10Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,43m,10Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,97m,12Mi
2026-08-11T16:31:14+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,2m,12Mi
2026-08-11T16:31:14+08:00,mongodb-0,114m,82Mi
2026-08-11T16:31:16+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:16+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:16+08:00,mongodb-0,148m,82Mi
2026-08-11T16:31:18+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:18+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:18+08:00,mongodb-0,148m,82Mi
2026-08-11T16:31:20+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:20+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:20+08:00,mongodb-0,148m,82Mi
2026-08-11T16:31:23+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:23+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:23+08:00,mongodb-0,148m,82Mi
2026-08-11T16:31:25+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:25+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:25+08:00,mongodb-0,148m,82Mi
2026-08-11T16:31:27+08:00,dbpython-free5gc-dbpython-dbpython-7fb488c7fc-8vt7q,31m,0Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-amf-amf-58c4d7b8b8-b75xd,86m,32Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-ausf-ausf-789bbfb4df-zxmhg,71m,24Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-chf-chf-6f777c7ff8-8mxhq,39m,12Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-nef-nef-759f694c89-jh7pd,38m,7Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-nrf-nrf-5766464855-bm2nv,2m,12Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-nssf-nssf-7f7767dd45-tvbcj,39m,7Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-pcf-pcf-769b57775d-crzp7,63m,11Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-smf-smf-7d94c978bf-bzj5s,42m,10Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-udm-udm-7fbb989b5c-96rtv,81m,13Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-udr-udr-788647bbb4-jbz5f,38m,12Mi
2026-08-11T16:31:27+08:00,free5gc-free5gc-webui-webui-6785478d49-lwtrb,3m,12Mi
2026-08-11T16:31:27+08:00,mongodb-0,148m,82Mi
