supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000015036,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,920.117
imsi-208930000015037,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,875.554
imsi-208930000015038,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,731.540
imsi-208930000015039,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,1102.847
imsi-208930000015040,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,690.649
imsi-208930000015041,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,3195.254
imsi-208930000015042,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3977.406
imsi-208930000015043,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,1511.869
imsi-208930000015044,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,2789.913
imsi-208930000015045,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,948.138
imsi-208930000015046,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1014.711
imsi-208930000015047,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3278.570
imsi-208930000015048,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3615.585
imsi-208930000015049,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1010.573
imsi-208930000015050,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1112.649
imsi-208930000015051,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3603.304
imsi-208930000015052,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,872.925
imsi-208930000015053,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2125.520
imsi-208930000015054,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1856.082
imsi-208930000015055,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1532.543
imsi-208930000015056,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,995.251
imsi-208930000015057,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2224.751
imsi-208930000015058,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,644.665
imsi-208930000015059,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2552.380
imsi-208930000015060,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2027.016
imsi-208930000015061,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,642.793
imsi-208930000015062,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1468.530
imsi-208930000015063,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2236.911
imsi-208930000015064,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,4236.430
imsi-208930000015065,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2394.933
imsi-208930000015066,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2180.153
imsi-208930000015067,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2899.566
imsi-208930000015068,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2437.259
imsi-208930000015069,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,874.022
imsi-208930000015070,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1153.384
imsi-208930000015071,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2551.172
imsi-208930000015072,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2348.641
imsi-208930000015073,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1118.704
imsi-208930000015074,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,606.733
imsi-208930000015075,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1950.440
imsi-208930000015076,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,399.805
imsi-208930000015077,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1883.965
imsi-208930000015078,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,949.827
imsi-208930000015079,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,910.307
imsi-208930000015080,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,630.492
imsi-208930000015081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,3015.686
imsi-208930000015082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,582.520
imsi-208930000015083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,706.587
imsi-208930000015084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1526.131
imsi-208930000015085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,887.453
imsi-208930000015086,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,803.606
imsi-208930000015087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1890.676
imsi-208930000015088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,685.263
imsi-208930000015089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1533.942
imsi-208930000015090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,907.633
imsi-208930000015091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,786.058
imsi-208930000015092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,479.542
imsi-208930000015093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1873.282
imsi-208930000015094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,485.879
imsi-208930000015095,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1788.869
imsi-208930000015096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1996.111
imsi-208930000015097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,671.709
imsi-208930000015098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,520.810
imsi-208930000015099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,536.841
imsi-208930000015100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,849.388
