supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000017081,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1567.564
imsi-208930000017082,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,875.270
imsi-208930000017083,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,2090.041
imsi-208930000017084,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,789.014
imsi-208930000017085,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,996.894
imsi-208930000017086,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1985.140
imsi-208930000017087,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,913.834
imsi-208930000017088,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,249.951
imsi-208930000017089,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,961.996
imsi-208930000017090,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,715.350
imsi-208930000017091,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,474.306
imsi-208930000017092,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,1018.766
imsi-208930000017093,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,273.503
imsi-208930000017094,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,572.770
imsi-208930000017096,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,563.383
imsi-208930000017097,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,419.526
imsi-208930000017098,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,535.196
imsi-208930000017099,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,430.343
imsi-208930000017100,free5gc-free5gc-amf-amf-6456786c67-h27bc,1,1,1,1,0,306.753
