supi,amf_pod,initial_events,accept_events,complete_events,completed,retries,latency_ms
imsi-208930000014064,free5gc-free5gc-amf-amf-6456786c67-r5zkw,1,1,1,1,0,221.318
imsi-208930000014065,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1684.263
imsi-208930000014066,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,3714.329
imsi-208930000014067,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,3639.939
imsi-208930000014068,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,3115.452
imsi-208930000014069,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1292.567
imsi-208930000014070,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2830.874
imsi-208930000014071,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,5867.845
imsi-208930000014072,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2927.611
imsi-208930000014073,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,3698.200
imsi-208930000014074,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2445.006
imsi-208930000014075,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2613.571
imsi-208930000014076,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,5285.731
imsi-208930000014077,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,986.810
imsi-208930000014078,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2201.926
imsi-208930000014079,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2909.228
imsi-208930000014080,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,207.007
imsi-208930000014081,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,4544.886
imsi-208930000014082,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2014.789
imsi-208930000014083,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,2493.678
imsi-208930000014084,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1774.216
imsi-208930000014085,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1897.397
imsi-208930000014086,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,546.217
imsi-208930000014087,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1686.427
imsi-208930000014088,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,702.697
imsi-208930000014089,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1696.752
imsi-208930000014090,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,668.055
imsi-208930000014091,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,869.285
imsi-208930000014092,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,473.799
imsi-208930000014093,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,933.108
imsi-208930000014094,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,1127.286
imsi-208930000014095,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,491.661
imsi-208930000014096,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,594.874
imsi-208930000014097,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,390.250
imsi-208930000014098,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,713.977
imsi-208930000014099,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,693.458
imsi-208930000014100,free5gc-free5gc-amf-amf-6456786c67-89rqb,1,1,1,1,0,473.200
