2026-08-16T12:43:08.415593534Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:08.415593534Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:08.415593534Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:08.415593534Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:08.415593534Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:08.415593534Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:11.577680430Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:11.577680430Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:11.577680430Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:11.577680430Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:11.577680430Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:11.577680430Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:14.885399400Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:14.885399400Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:14.885399400Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:14.885399400Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:14.885399400Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:14.885399400Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:18.399314259Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:18.399314259Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:18.399314259Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:18.399314259Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:18.399314259Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:18.399314259Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:22.095738299Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:22.095738299Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:22.095738299Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:22.095738299Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:22.095738299Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:22.095738299Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:25.940406964Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:25.940406964Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:25.940406964Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:25.940406964Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:25.940406964Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:25.940406964Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:29.409791573Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:29.409791573Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:29.409791573Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:29.409791573Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:29.409791573Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:29.409791573Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:32.853856191Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:32.853856191Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:32.853856191Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:32.853856191Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:32.853856191Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:32.853856191Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:36.018329981Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:36.018329981Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:36.018329981Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:36.018329981Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:36.018329981Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:36.018329981Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:39.348882344Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:39.348882344Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:39.348882344Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:39.348882344Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:39.348882344Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:39.348882344Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:42.510944661Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:42.510944661Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:42.510944661Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:42.510944661Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:42.510944661Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:42.510944661Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:45.806342959Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-7h9rx	Pending	false
2026-08-16T12:43:45.806342959Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:45.806342959Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:45.806342959Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:45.806342959Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:45.806342959Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:45.806342959Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:49.183255625Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-7h9rx	Running	false
2026-08-16T12:43:49.183255625Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:49.183255625Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:49.183255625Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:49.183255625Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:49.183255625Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:49.183255625Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:52.454552581Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-7h9rx	Running	false
2026-08-16T12:43:52.454552581Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:52.454552581Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:52.454552581Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:52.454552581Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
2026-08-16T12:43:52.454552581Z	udr	free5gc-free5gc-udr-udr-58755768c-nfw5h	Running	true
2026-08-16T12:43:52.454552581Z	open5glos	open5glos-b75498bb4-hkqrl	Running	true
2026-08-16T12:43:55.733630961Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-7h9rx	Running	false
2026-08-16T12:43:55.733630961Z	amf	free5gc-free5gc-amf-amf-85d9ffb9c6-qvgxs	Running	true
2026-08-16T12:43:55.733630961Z	ausf	free5gc-free5gc-ausf-ausf-54c5798bd9-kjrdc	Running	true
2026-08-16T12:43:55.733630961Z	pcf	free5gc-free5gc-pcf-pcf-5699db94cc-vhxt6	Running	true
2026-08-16T12:43:55.733630961Z	udm	free5gc-free5gc-udm-udm-7fc7856685-qgwwg	Running	true
